Mfg_Part_Num,Part_Desc,Part_Manuf,Detected_Category,Product_Name,Overall_Confidence,Needs_Review_Count,Total_Fields,Extracted_Fields_JSON,Processed_At
49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0101,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0101"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.969690+00:00
49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0107,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0107"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.970904+00:00
49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0117,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0117"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.971982+00:00
49-94-0123,"49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0123,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0123"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.972423+00:00
49-94-0023,"49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0023,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0023"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.973619+00:00
49-94-0121,"49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0121,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0121"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.974971+00:00
49-94-0127,"49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0127,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0127"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.976129+00:00
49-94-0137,"49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0137,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0137"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.976584+00:00
49-94-0160,"49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0160,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0160"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.978241+00:00
49-94-0223,"49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0223,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0223"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.979413+00:00
49-94-0445,"49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0445,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0445"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.981044+00:00
49-94-0803,"49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0803,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0803"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.982448+00:00
49-94-0903,"49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0903,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0903"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.982956+00:00
49-94-0907,"49-94-0907 Milw 4-1/2""x1/8""x5/8-11""Perform+Dual Metal Cut n Grind Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0907,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0907"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.984697+00:00
49-94-0923,"49-94-0923 Milw 6""x1/8""x7/8"" Perform+Dual Metal Cut and Grind Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-0923,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-0923"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.986104+00:00
49-94-1900,"49-94-1900 Milw 4""x1/8""x5/8"" Masonry Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-1900,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-1900"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.987104+00:00
49-94-1905,"49-94-1905 Milw 4-1/2""x1/8""x7/8"" Masonry Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-1905,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-1905"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.987620+00:00
49-94-1915,"49-94-1915 Milw 6-1/2""x1/8""x5/8"" DKO Masonry Cut Off Disc",Milwaukee Accessory (4031),industrial_pump,Manufacturer Part Number: 49-94-1915,0,7,7,"{""manufacturer"": {""value"": ""Part Number: 49-94-1915"", ""unit"": null, ""confidence"": 55, ""reasoning"": ""Demo mode: found keyword match"", ""status"": ""needs_review""}, ""model_number"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""pump_type"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""flow_rate"": {""value"": null, ""unit"": ""m\u00b3/h"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""head_pressure"": {""value"": null, ""unit"": ""m"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""power_rating"": {""value"": null, ""unit"": ""kW"", ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}, ""material_body"": {""value"": null, ""unit"": null, ""confidence"": 0, ""reasoning"": ""Demo mode: no match found in source text | Required field with no value \u2014 needs manual entry."", ""status"": ""needs_review""}}",2026-08-21T16:49:48.988363+00:00
