MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,49-94-0068,,,,49-94-0068,49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0068,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0068, 49-94-0068","49-94-0068 MILW 14""X1/8""X20MM METAL CUT ","49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc","49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc. Manufacturer Part Number: 49-94-0068 extracted with 0% confidence.","49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0068,Manufacturer,Part Number: 49-94-0068,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0073,,,,49-94-0073,49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0073,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0073, 49-94-0073","49-94-0073 MILW 14""X1/8""X1"" METAL CUT OF","49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc","49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc. Manufacturer Part Number: 49-94-0073 extracted with 0% confidence.","49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0073,Manufacturer,Part Number: 49-94-0073,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0101,,,,49-94-0101,49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0101,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0101, 49-94-0101","49-94-0101 MILW 4-1/2""X.045""X7/8"" PERFOR","49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc","49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc. Manufacturer Part Number: 49-94-0101 extracted with 0% confidence.","49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0101,Manufacturer,Part Number: 49-94-0101,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0107,,,,49-94-0107,49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0107,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0107, 49-94-0107","49-94-0107 MILW 4-1/2""X.045""X7/8"" PERFOR","49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc","49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0107 extracted with 0% confidence.","49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0107,Manufacturer,Part Number: 49-94-0107,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0117,,,,49-94-0117,49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0117,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0117, 49-94-0117","49-94-0117 MILW 5""X.045""X7/8"" PERFORMANC","49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc","49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0117 extracted with 0% confidence.","49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0117,Manufacturer,Part Number: 49-94-0117,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0123,,,,49-94-0123,49-94-0123,"49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0123,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0123, 49-94-0123","49-94-0123 MILW 6""X.045""X7/8"" PERFORMANC","49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc","49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0123 extracted with 0% confidence.","49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0123,Manufacturer,Part Number: 49-94-0123,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0023,,,,49-94-0023,49-94-0023,"49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0023,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0023, 49-94-0023","49-94-0023 MILW 6""X.045""X7/8"" METAL CUT ","49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc","49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc. Manufacturer Part Number: 49-94-0023 extracted with 0% confidence.","49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0023,Manufacturer,Part Number: 49-94-0023,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0121,,,,49-94-0121,49-94-0121,"49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0121,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0121, 49-94-0121","49-94-0121 MILW 6""X.045""X7/8"" PERFORMANC","49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc","49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc. Manufacturer Part Number: 49-94-0121 extracted with 0% confidence.","49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0121,Manufacturer,Part Number: 49-94-0121,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0127,,,,49-94-0127,49-94-0127,"49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0127,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0127, 49-94-0127","49-94-0127 MILW 6""X.045""X7/8"" PERFORMANC","49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc","49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc. Manufacturer Part Number: 49-94-0127 extracted with 0% confidence.","49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0127,Manufacturer,Part Number: 49-94-0127,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0137,,,,49-94-0137,49-94-0137,"49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0137,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0137, 49-94-0137","49-94-0137 MILW 7""X3/32""X7/8"" PERFORMANC","49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc","49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0137 extracted with 0% confidence.","49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0137,Manufacturer,Part Number: 49-94-0137,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0160,,,,49-94-0160,49-94-0160,"49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0160,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0160, 49-94-0160","49-94-0160 MILW 14""X7/64""X1"" PERFORMANCE","49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc","49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0160 extracted with 0% confidence.","49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0160,Manufacturer,Part Number: 49-94-0160,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0223,,,,49-94-0223,49-94-0223,"49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0223,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0223, 49-94-0223","49-94-0223 MILW 6""X.045""X7/8"" CERAMIC+ M","49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc","49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0223 extracted with 0% confidence.","49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0223,Manufacturer,Part Number: 49-94-0223,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0445,,,,49-94-0445,49-94-0445,"49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0445,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0445, 49-94-0445","49-94-0445 MILW 10""X3/32""X5/8"" PERFORMAN","49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc","49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc. Manufacturer Part Number: 49-94-0445 extracted with 0% confidence.","49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0445,Manufacturer,Part Number: 49-94-0445,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0803,,,,49-94-0803,49-94-0803,"49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0803,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0803, 49-94-0803","49-94-0803 MILW 4-1/2""X1/8""X7/8"" DUAL ME","49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc","49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc. Manufacturer Part Number: 49-94-0803 extracted with 0% confidence.","49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0803,Manufacturer,Part Number: 49-94-0803,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
,,,,,,49-94-0903,,,,49-94-0903,49-94-0903,"49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Accessory,Milwaukee Accessory,,49-94-0903,,,"Milwaukee Accessory, Manufacturer Part Number: 49-94-0903, 49-94-0903","49-94-0903 MILW 4-1/2""X1/8""X7/8""PERFORM+","49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc","49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc. Manufacturer Part Number: 49-94-0903 extracted with 0% confidence.","49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc",,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturer Part Number: 49-94-0903,Manufacturer,Part Number: 49-94-0903,,Model Number,,,Pump Type,,,Flow Rate,,m³/h,Head Pressure,,m,Power Rating,,kW,Body Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
